,title,keywords,id,genres,cast,director,soup
981,Man of the House,,13498,Comedy Action,Tommy Lee Jones Cedric the Entertainer Christina Milian Paula Garc\u00e9s Monica Keena,Stephen Herek,man of the hous nan 13498 comedi action tommi lee jone cedric the entertain christina milian paula garc\u00e9 monica keena stephen herek
982,Run All Night,hitman revenge murder on the run mobster,241554,Action Crime Drama Mystery Thriller,Liam Neeson Ed Harris Joel Kinnaman Boyd Holbrook Bruce McGill,Jaume Collet-Serra,run all night hitman reveng murder on the run mobster 241554 action crime drama mysteri thriller liam neeson ed harri joel kinnaman boyd holbrook bruce mcgill jaum collet-serra
983,Eastern Promises,london england gay male nudity female nudity father son relationship,2252,Thriller Crime Mystery,Naomi Watts Viggo Mortensen Vincent Cassel Armin Mueller-Stahl Sin\u00e9ad Cusack,David Cronenberg,eastern promis london england gay male nuditi femal nuditi father son relationship 2252 thriller crime mysteri naomi watt viggo mortensen vincent cassel armin mueller-stahl sin\u00e9ad cusack david cronenberg
984,Into the Blue,diving cocaine shipwreck sailing airplane,11968,Action Thriller Adventure Crime,Paul Walker Jessica Alba Scott Caan Ashley Scott Josh Brolin,John Stockwell,into the blue dive cocain shipwreck sail airplan 11968 action thriller adventur crime paul walker jessica alba scott caan ashley scott josh brolin john stockwel
985,The Messenger: The Story of Joan of Arc,schizophrenia france rape siege biography,10047,Adventure Drama Action History War,Milla Jovovich Dustin Hoffman Faye Dunaway John Malkovich Vincent Cassel,Luc Besson,the messenger: the stori of joan of arc schizophrenia franc rape sieg biographi 10047 adventur drama action histori war milla jovovich dustin hoffman fay dunaway john malkovich vincent cassel luc besson
986,Your Highness,kidnapping traitor virgin prince princess,38319,Comedy,Danny McBride James Franco Natalie Portman Zooey Deschanel Justin Theroux,David Gordon Green,your high kidnap traitor virgin princ princess 38319 comedi danni mcbride jame franco natali portman zooey deschanel justin theroux david gordon green
987,Dream House,house fire extension ladder last day on job,69668,Drama Thriller Mystery,Daniel Craig Naomi Watts Rachel Weisz Marton Csokas Elias Koteas,Jim Sheridan,dream hous hous fire extens ladder last day on job 69668 drama thriller mysteri daniel craig naomi watt rachel weisz marton csoka elia kotea jim sheridan
988,Mad City,journalist museum hostage drama independent film,9770,Action Drama Thriller,John Travolta Dustin Hoffman Mia Kirshner Alan Alda Robert Prosky,Costa-Gavras,mad citi journalist museum hostag drama independ film 9770 action drama thriller john travolta dustin hoffman mia kirshner alan alda robert proski costa-gavra
989,Baby's Day Out,baby hoodlum lost child,11212,Action Adventure Comedy Family,Joe Mantegna Lara Flynn Boyle Joe Pantoliano Brian Haley Cynthia Nixon,Patrick Read Johnson,baby' day out babi hoodlum lost child 11212 action adventur comedi famili joe mantegna lara flynn boyl joe pantoliano brian haley cynthia nixon patrick read johnson
990,The Scarlet Letter,based on novel burning of witches puritan pregnancy period drama,10533,Drama History Romance,Demi Moore Gary Oldman Robert Duvall Robert Prosky Edward Hardwicke,Roland Joff\u00e9,the scarlet letter base on novel burn of witch puritan pregnanc period drama 10533 drama histori romanc demi moor gari oldman robert duval robert proski edward hardwick roland joff\u00e9
991,Fair Game,cia nuclear scientist iraq politician duringcreditsstinger,38363,Drama Thriller,Naomi Watts Sean Penn Ty Burrell Brooke Smith Bruce McGill,Doug Liman,fair game cia nuclear scientist iraq politician duringcreditssting 38363 drama thriller naomi watt sean penn ty burrel brook smith bruce mcgill doug liman
992,Domino,bounty hunter fbi weapon spectacle,9923,Action Crime,Keira Knightley Mickey Rourke Edgar Ram\u00edrez Delroy Lindo Mo'Nique,Tony Scott,domino bounti hunter fbi weapon spectacl 9923 action crime keira knightley mickey rourk edgar ram\u00edrez delroy lindo mo'niqu toni scott
993,Jade,callgirl san francisco investigation murder,11863,Action Thriller Mystery Romance,David Caruso Linda Fiorentino Chazz Palminteri Michael Biehn Richard Crenna,William Friedkin,jade callgirl san francisco investig murder 11863 action thriller mysteri romanc david caruso linda fiorentino chazz palminteri michael biehn richard crenna william friedkin
994,Gamer,dystopia mind control gun battle wrongful imprisonment dystopic future,18501,Action Thriller Science Fiction,Gerard Butler Michael C. Hall Logan Lerman Amber Valletta Terry Crews,Brian Taylor,gamer dystopia mind control gun battl wrong imprison dystop futur 18501 action thriller scienc fiction gerard butler michael c. hall logan lerman amber valletta terri crew brian taylor
995,Beautiful Creatures,civil war southern usa magic light dark,109491,Fantasy Drama Romance,Alden Ehrenreich Alice Englert Jeremy Irons Viola Davis Emmy Rossum,Richard LaGravenese,beauti creatur civil war southern usa magic light dark 109491 fantasi drama romanc alden ehrenreich alic englert jeremi iron viola davi emmi rossum richard lagravenes
996,Death to Smoochy,corruption moderator tv show success irish mob,9275,Comedy Crime Drama Thriller,Robin Williams Catherine Keener Edward Norton Danny DeVito Jon Stewart,Danny DeVito,death to smoochi corrupt moder tv show success irish mob 9275 comedi crime drama thriller robin william catherin keener edward norton danni devito jon stewart danni devito
997,Zoolander 2,stupidity sequel fashion male model fashion model,329833,Comedy,Ben Stiller Owen Wilson Will Ferrell Pen\u00e9lope Cruz Kristen Wiig,Ben Stiller,zooland 2 stupid sequel fashion male model fashion model 329833 comedi ben stiller owen wilson will ferrel pen\u00e9lop cruz kristen wiig ben stiller
998,The Big Bounce,hotel robbery based on novel judge hawaii,12634,Comedy Crime,Owen Wilson Morgan Freeman Gary Sinise Sara Foster Willie Nelson,George Armitage,the big bounc hotel robberi base on novel judg hawaii 12634 comedi crime owen wilson morgan freeman gari sinis sara foster willi nelson georg armitag
999,What Planet Are You From?,noises alien life-form erection neue frau alien,10416,Comedy Drama Romance Science Fiction,Garry Shandling Annette Bening John Goodman Greg Kinnear Linda Fiorentino,Mike Nichols,what planet are you from? nois alien life-form erect neue frau alien 10416 comedi drama romanc scienc fiction garri shandl annett bene john goodman greg kinnear linda fiorentino mike nichol
1000,Drive Angry,bone car explosion premarital sex satanic cult driver's license,47327,Fantasy Thriller Action Crime,Nicolas Cage Amber Heard William Fichtner Billy Burke David Morse,Patrick Lussier,drive angri bone car explos premarit sex satan cult driver' licens 47327 fantasi thriller action crime nicola cage amber heard william fichtner billi burk david mors patrick lussier
1001,Street Fighter: The Legend of Chun-Li,martial arts revenge street fighter based on video game,15268,Action Adventure Science Fiction Thriller,Kristin Kreuk Chris Klein Neal McDonough Michael Clarke Duncan Moon Bloodgood,Andrzej Bartkowiak,street fighter: the legend of chun-li martial art reveng street fighter base on video game 15268 action adventur scienc fiction thriller kristin kreuk chri klein neal mcdonough michael clark duncan moon bloodgood andrzej bartkowiak
1002,The One,dual identity,10796,Action Science Fiction Thriller,Jet Li Jason Statham Carla Gugino Delroy Lindo James Morrison,James Wong,the one dual ident 10796 action scienc fiction thriller jet li jason statham carla gugino delroy lindo jame morrison jame wong
1003,The Adventures of Ford Fairlane,rock and roll show business rock star heavy metal murder,9548,Action Comedy Thriller Crime Mystery,Andrew Dice Clay Wayne Newton Priscilla Presley Morris Day Lauren Holly,Renny Harlin,the adventur of ford fairlan rock and roll show busi rock star heavi metal murder 9548 action comedi thriller crime mysteri andrew dice clay wayn newton priscilla presley morri day lauren holli renni harlin
1004,The Boat That Rocked,great britain musical rock pirate radio swinging 60s,18947,Drama Comedy,Tom Sturridge Philip Seymour Hoffman Rhys Ifans Bill Nighy Emma Thompson,Richard Curtis,the boat that rock great britain music rock pirat radio swing 60 18947 drama comedi tom sturridg philip seymour hoffman rhi ifan bill nighi emma thompson richard curti
1005,Traffic,usa war on drugs drug traffic drug dealer drug smuggle,1900,Thriller Drama Crime,Michael Douglas Benicio del Toro Jacob Vargas Tom\u00e1s Mili\u00e1n Russell G. Jones,Steven Soderbergh,traffic usa war on drug drug traffic drug dealer drug smuggl 1900 thriller drama crime michael dougla benicio del toro jacob varga tom\u00e1 mili\u00e1n russel g. jone steven soderbergh
1006,Indiana Jones and the Last Crusade,saving the world venice holy grail library riddle,89,Adventure Action,Harrison Ford Sean Connery Denholm Elliott Alison Doody John Rhys-Davies,Steven Spielberg,indiana jone and the last crusad save the world venic holi grail librari riddl 89 adventur action harrison ford sean conneri denholm elliott alison doodi john rhys-davi steven spielberg
1007,Anna Karenina,based on novel st. petersburg russia high society imperial russia tragic death,96724,Drama Romance,Keira Knightley Jude Law Aaron Taylor-Johnson Kelly Macdonald Matthew Macfadyen,Joe Wright,anna karenina base on novel st. petersburg russia high societi imperi russia tragic death 96724 drama romanc keira knightley jude law aaron taylor-johnson kelli macdonald matthew macfadyen joe wright
1008,Chappie,artificial intelligence android robot near future robot cop,198184,Crime Action Science Fiction,Sharlto Copley Dev Patel Ninja Yolandi Visser Jose Pablo Cantillo,Neill Blomkamp,chappi artifici intellig android robot near futur robot cop 198184 crime action scienc fiction sharlto copley dev patel ninja yolandi visser jose pablo cantillo neill blomkamp
1009,The Bone Collector,paraplegic investigation psychopath,9481,Drama Mystery Thriller Crime,Denzel Washington Angelina Jolie Queen Latifah Michael Rooker Michael McGlone,Phillip Noyce,the bone collector parapleg investig psychopath 9481 drama mysteri thriller crime denzel washington angelina joli queen latifah michael rooker michael mcglone phillip noyc
1010,Panic Room,burglar bunker housebreaking safe money,4547,Crime Drama Thriller,Jodie Foster Kristen Stewart Forest Whitaker Dwight Yoakam Jared Leto,David Fincher,panic room burglar bunker housebreak safe money 4547 crime drama thriller jodi foster kristen stewart forest whitak dwight yoakam jare leto david fincher
1011,The Tooth Fairy,gore slasher single mother tooth fairy woodchipper,53953,Horror,Lochlyn Munro Chandra West Steve Bacic Jianna Ballard Carrie Fleming,Chuck Bowman,the tooth fairi gore slasher singl mother tooth fairi woodchipp 53953 horror lochlyn munro chandra west steve bacic jianna ballard carri fleme chuck bowman
1012,Three Kings,gold gulf war three kings iraq kuwait,6415,Action Adventure Comedy,George Clooney Mark Wahlberg Ice Cube Spike Jonze Cliff Curtis,David O. Russell,three king gold gulf war three king iraq kuwait 6415 action adventur comedi georg clooney mark wahlberg ice cube spike jonz cliff curti david o. russel
1013,Child 44,based on novel soviet union russian murder serial killer,181283,Crime Thriller,Tom Hardy Gary Oldman Noomi Rapace Joel Kinnaman Paddy Considine,Daniel Espinosa,child 44 base on novel soviet union russian murder serial killer 181283 crime thriller tom hardi gari oldman noomi rapac joel kinnaman paddi considin daniel espinosa
1014,Rat Race,casino running preisgeld millionaire road movie,9896,Adventure Comedy,Cuba Gooding Jr. Seth Green Whoopi Goldberg Breckin Meyer Amy Smart,Jerry Zucker,rat race casino run preisgeld millionair road movi 9896 adventur comedi cuba good jr. seth green whoopi goldberg breckin meyer ami smart jerri zucker
1015,K-PAX,robbery dream hypnosis investigation murder,167,Drama Science Fiction,Jeff Bridges Kevin Spacey Mary McCormack Alfre Woodard Ajay Naidu,Iain Softley,k-pax robberi dream hypnosi investig murder 167 drama scienc fiction jeff bridg kevin spacey mari mccormack alfr woodard ajay naidu iain softley
1016,Kate & Leopold,lover (female) love of one's life time travel kiss past,11232,Comedy Fantasy Romance Science Fiction,Meg Ryan Hugh Jackman Liev Schreiber Breckin Meyer Natasha Lyonne,James Mangold,kate & leopold lover (female) love of one' life time travel kiss past 11232 comedi fantasi romanc scienc fiction meg ryan hugh jackman liev schreiber breckin meyer natasha lyonn jame mangold
1017,Bedazzled,love of one's life mephisto wish sale of soul pact with the devil,1636,Fantasy Comedy Romance,Elizabeth Hurley Brendan Fraser Frances O'Connor Orlando Jones Paul Adelstein,Harold Ramis,bedazzl love of one' life mephisto wish sale of soul pact with the devil 1636 fantasi comedi romanc elizabeth hurley brendan fraser franc o'connor orlando jone paul adelstein harold rami
1018,The Cotton Club,jazz jazz musician musical mafia,2148,Music Drama Crime Romance,Richard Gere Gregory Hines Diane Lane Lonette McKee Bob Hoskins,Francis Ford Coppola,the cotton club jazz jazz musician music mafia 2148 music drama crime romanc richard gere gregori hine dian lane lonett mckee bob hoskin franci ford coppola
1019,3:10 to Yuma,saloon hero liberation of prisoners transport of prisoners wilderness,5176,Western,Russell Crowe Christian Bale Logan Lerman Dallas Roberts Peter Fonda,James Mangold,3:10 to yuma saloon hero liber of prison transport of prison wilder 5176 western russel crow christian bale logan lerman dalla robert peter fonda jame mangold
1020,Taken 3,revenge murder on the run fugitive framed,260346,Thriller Action,Liam Neeson Forest Whitaker Maggie Grace Famke Janssen Dougray Scott,Olivier Megaton,taken 3 reveng murder on the run fugit frame 260346 thriller action liam neeson forest whitak maggi grace famk janssen dougray scott olivi megaton
